grid	laps	year	round	circuit_enc	constructor_enc	driver_enc	result_class
continuous	continuous	continuous	continuous	discrete	discrete	discrete	discrete
15	54	2007	16	16	2	2	Outside_Points
22	53	2007	16	16	11	28	Outside_Points
9	33	2007	16	16	1	8	DNF
1	30	2007	16	16	0	0	DNF
6	25	2007	16	16	6	22	DNF
21	24	2007	16	16	11	15	DNF
14	11	2007	16	16	7	18	DNF
3	71	2007	17	17	5	7	Podium
1	71	2007	17	17	5	12	Podium
4	71	2007	17	17	0	3	Podium
10	71	2007	17	17	2	2	Points
7	71	2007	17	17	1	8	Points
6	71	2007	17	17	1	1	Points
2	70	2007	17	17	0	0	Points
8	70	2007	17	17	6	14	Points
9	70	2007	17	17	8	13	Points
19	70	2007	17	17	2	5	Points
15	70	2007	17	17	6	22	Outside_Points
18	69	2007	17	17	7	10	Outside_Points
14	69	2007	17	17	4	23	Outside_Points
20	68	2007	17	17	7	18	Outside_Points
21	43	2007	17	17	11	15	DNF
11	40	2007	17	17	10	21	DNF
17	35	2007	17	17	3	4	DNF
13	34	2007	17	17	4	19	DNF
16	20	2007	17	17	10	17	DNF
5	14	2007	17	17	8	16	DNF
22	2	2007	17	17	11	28	DNF
12	2	2007	17	17	3	20	DNF
4	57	2006	1	2	3	3	Podium
1	57	2006	1	2	5	29	Podium
22	57	2006	1	2	0	7	Podium
3	57	2006	1	2	10	17	Points
5	57	2006	1	2	0	30	Points
7	57	2006	1	2	2	16	Points
12	57	2006	1	2	2	2	Points
8	57	2006	1	2	8	31	Points
2	57	2006	1	2	5	12	Points
13	57	2006	1	2	8	13	Points
15	57	2006	1	2	4	23	Outside_Points
10	56	2006	1	2	1	1	Outside_Points
16	56	2006	1	2	4	25	Outside_Points
17	56	2006	1	2	6	22	Outside_Points
6	56	2006	1	2	10	21	Outside_Points
14	56	2006	1	2	6	14	Outside_Points
19	55	2006	1	2	12	32	Outside_Points
20	53	2006	1	2	7	10	Outside_Points
21	35	2006	1	2	7	33	DNF
11	29	2006	1	2	1	34	DNF
9	21	2006	1	2	3	20	DNF
18	0	2006	1	2	12	26	DNF
1	56	2006	2	1	3	20	Podium
7	56	2006	2	1	3	3	Podium
2	56	2006	2	1	10	17	Podium
5	56	2006	2	1	0	30	Points
21	56	2006	2	1	5	12	Points
14	56	2006	2	1	5	29	Points
10	56	2006	2	1	1	34	Points
22	56	2006	2	1	6	22	Points
9	55	2006	2	1	6	14	Points
20	55	2006	2	1	10	21	Points
13	54	2006	2	1	4	23	Outside_Points
15	54	2006	2	1	12	26	Outside_Points
16	54	2006	2	1	12	32	Outside_Points
17	53	2006	2	1	7	10	Outside_Points
11	48	2006	2	1	1	1	DNF
12	41	2006	2	1	4	25	DNF
18	33	2006	2	1	7	33	DNF
8	26	2006	2	1	8	31	DNF
4	15	2006	2	1	2	16	DNF
19	10	2006	2	1	8	13	DNF
3	6	2006	2	1	2	2	DNF
6	0	2006	2	1	0	7	DNF
3	57	2006	3	0	3	3	Podium
4	57	2006	3	0	0	7	Podium
6	57	2006	3	0	6	22	Podium
8	57	2006	3	0	1	1	Points
2	57	2006	3	0	3	20	Points
19	57	2006	3	0	1	34	Points
16	57	2006	3	0	10	21	Points
11	57	2006	3	0	8	13	Points
18	57	2006	3	0	4	25	Points
1	56	2006	3	0	10	17	Points
17	56	2006	3	0	12	26	Outside_Points
21	55	2006	3	0	7	10	Outside_Points
22	54	2006	3	0	7	33	Outside_Points
5	46	2006	3	0	0	30	DNF
20	39	2006	3	0	12	32	DNF
12	37	2006	3	0	4	23	DNF
10	32	2006	3	0	5	29	DNF
7	22	2006	3	0	2	16	DNF
13	4	2006	3	0	8	31	DNF
9	0	2006	3	0	6	14	DNF
14	0	2006	3	0	2	2	DNF
15	0	2006	3	0	5	12	DNF
1	62	2006	4	20	5	29	Podium
5	62	2006	4	20	3	3	Podium
7	62	2006	4	20	0	30	Podium
4	62	2006	4	20	5	12	Points
8	62	2006	4	20	0	7	Points
10	62	2006	4	20	2	16	Points
2	62	2006	4	20	10	17	Points
11	62	2006	4	20	3	20	Points
6	62	2006	4	20	6	22	Points
3	62	2006	4	20	10	21	Points
13	62	2006	4	20	2	2	Outside_Points
12	62	2006	4	20	1	34	Outside_Points
15	61	2006	4	20	1	1	Outside_Points
16	61	2006	4	20	4	23	Outside_Points
18	61	2006	4	20	4	25	Outside_Points
19	60	2006	4	20	12	32	Outside_Points
14	47	2006	4	20	8	13	DNF
21	44	2006	4	20	7	10	DNF
17	40	2006	4	20	8	31	DNF
22	23	2006	4	20	7	33	DNF
9	5	2006	4	20	6	14	DNF
20	0	2006	4	20	12	26	DNF
2	60	2006	5	19	5	29	Podium
1	60	2006	5	19	3	3	Podium
3	60	2006	5	19	5	12	Podium
5	60	2006	5	19	0	7	Points
4	60	2006	5	19	10	21	Points
11	60	2006	5	19	3	20	Points
22	60	2006	5	19	2	2	Points
9	60	2006	5	19	1	34	Points
7	59	2006	5	19	6	14	Points
13	59	2006	5	19	1	1	Points
17	59	2006	5	19	4	25	Outside_Points
18	59	2006	5	19	12	32	Outside_Points
16	59	2006	5	19	12	26	Outside_Points
10	52	2006	5	19	6	22	DNF
8	52	2006	5	19	0	30	DNF
20	45	2006	5	19	7	10	DNF
21	29	2006	5	19	7	35	DNF
6	28	2006	5	19	10	17	DNF
15	28	2006	5	19	8	31	DNF
19	12	2006	5	19	2	16	DNF
12	2	2006	5	19	8	13	DNF
14	0	2006	5	19	4	23	DNF
1	66	2006	6	3	3	3	Podium
3	66	2006	6	3	5	29	Podium
2	66	2006	6	3	3	20	Podium
4	66	2006	6	3	5	12	Points
9	66	2006	6	3	0	7	Points
8	66	2006	6	3	10	17	Points
5	65	2006	6	3	10	21	Points
10	65	2006	6	3	1	1	Points
11	65	2006	6	3	2	16	Points
7	65	2006	6	3	6	14	Points
13	65	2006	6	3	2	2	Outside_Points
22	65	2006	6	3	1	34	Outside_Points
14	65	2006	6	3	8	31	Outside_Points
21	65	2006	6	3	8	13	Outside_Points
15	63	2006	6	3	4	23	DNF
17	63	2006	6	3	12	32	Outside_Points
19	62	2006	6	3	7	10	Outside_Points
18	48	2006	6	3	12	26	DNF
16	47	2006	6	3	4	25	DNF
6	31	2006	6	3	6	22	DNF
12	17	2006	6	3	0	30	DNF
20	10	2006	6	3	7	35	DNF
1	78	2006	7	5	3	3	Podium
4	78	2006	7	5	0	30	Podium
7	78	2006	7	5	8	13	Podium
5	78	2006	7	5	10	21	Points
22	78	2006	7	5	5	29	Points
9	78	2006	7	5	3	20	Points
15	77	2006	7	5	1	1	Points
10	77	2006	7	5	6	22	Points
21	77	2006	7	5	5	12	Points
12	77	2006	7	5	4	23	Points
13	77	2006	7	5	10	17	Outside_Points
16	77	2006	7	5	12	26	Outside_Points
18	77	2006	7	5	4	25	Outside_Points
14	77	2006	7	5	1	34	Outside_Points
17	76	2006	7	5	12	32	Outside_Points
20	75	2006	7	5	7	35	Outside_Points
6	72	2006	7	5	6	14	DNF
11	56	2006	7	5	8	31	DNF
8	51	2006	7	5	2	2	DNF
3	50	2006	7	5	0	7	DNF
2	48	2006	7	5	2	16	DNF
19	46	2006	7	5	7	10	DNF
1	60	2006	8	8	3	3	Podium
3	60	2006	8	8	5	29	Podium
2	60	2006	8	8	0	7	Podium
5	60	2006	8	8	3	20	Points
4	60	2006	8	8	5	12	Points
8	60	2006	8	8	0	30	Points
9	60	2006	8	8	1	1	Points
10	60	2006	8	8	1	34	Points
12	60	2006	8	8	2	2	Points
6	59	2006	8	8	10	21	Points
22	59	2006	8	8	6	14	Outside_Points
11	59	2006	8	8	8	13	Outside_Points
13	59	2006	8	8	4	23	Outside_Points
14	59	2006	8	8	8	31	Outside_Points
18	59	2006	8	8	12	26	Outside_Points
16	58	2006	8	8	12	32	Outside_Points
20	57	2006	8	8	7	10	Outside_Points
21	57	2006	8	8	7	35	Outside_Points
19	8	2006	8	8	10	17	DNF
15	1	2006	8	8	4	25	DNF
7	0	2006	8	8	6	22	DNF
17	0	2006	8	8	2	16	DNF
1	70	2006	9	6	3	3	Podium
5	70	2006	9	6	5	29	Podium
3	70	2006	9	6	0	7	Podium
2	70	2006	9	6	3	20	Points
10	70	2006	9	6	5	12	Points
4	69	2006	9	6	6	14	Points
13	69	2006	9	6	1	1	Points
22	69	2006	9	6	8	13	Points
8	69	2006	9	6	10	17	Points
17	69	2006	9	6	4	25	Points
12	69	2006	9	6	8	31	Outside_Points
16	69	2006	9	6	2	16	Outside_Points
15	68	2006	9	6	4	23	Outside_Points
18	66	2006	9	6	12	32	Outside_Points
20	64	2006	9	6	7	10	DNF
11	58	2006	9	6	1	34	DNF
14	58	2006	9	6	6	22	DNF
7	13	2006	9	6	0	30	DNF
9	11	2006	9	6	10	21	DNF
21	2	2006	9	6	7	35	DNF
6	1	2006	9	6	2	2	DNF
19	0	2006	9	6	12	26	DNF
1	73	2006	10	18	5	29	Podium
2	73	2006	10	18	5	12	Podium
3	73	2006	10	18	3	20	Podium
22	73	2006	10	18	6	14	Points
5	73	2006	10	18	3	3	Points
4	73	2006	10	18	10	21	Points
17	72	2006	10	18	8	13	Points
20	72	2006	10	18	4	23	Points
21	72	2006	10	18	2	2	Points
8	62	2006	10	18	6	22	Points
14	37	2006	10	18	12	26	DNF
6	23	2006	10	18	1	34	DNF
15	9	2006	10	18	12	32	DNF
18	6	2006	10	18	7	10	DNF
7	3	2006	10	18	10	17	DNF
9	0	2006	10	18	0	7	DNF
10	0	2006	10	18	1	1	DNF
11	0	2006	10	18	0	30	DNF
12	0	2006	10	18	2	16	DNF
13	0	2006	10	18	4	25	DNF
16	0	2006	10	18	8	31	DNF
19	0	2006	10	18	7	35	DNF
1	70	2006	11	7	5	29	Podium
3	70	2006	11	7	3	3	Podium
2	70	2006	11	7	5	12	Podium
5	70	2006	11	7	6	22	Points
6	70	2006	11	7	0	7	Points
7	70	2006	11	7	3	20	Points
8	70	2006	11	7	0	36	Points
11	69	2006	11	7	1	1	Points
9	69	2006	11	7	8	13	Points
14	69	2006	11	7	4	25	Points
16	69	2006	11	7	1	34	Outside_Points
12	69	2006	11	7	8	31	Outside_Points
22	69	2006	11	7	4	23	Outside_Points
18	68	2006	11	7	2	2	Outside_Points
15	68	2006	11	7	12	26	Outside_Points
20	67	2006	11	7	7	35	Outside_Points
17	61	2006	11	7	10	17	DNF
10	55	2006	11	7	2	16	DNF
4	39	2006	11	7	6	14	DNF
13	28	2006	11	7	10	21	DNF
19	11	2006	11	7	12	32	DNF
21	0	2006	11	7	7	10	DNF
2	67	2006	12	9	5	29	Podium
3	67	2006	12	9	5	12	Podium
1	67	2006	12	9	0	7	Podium
4	67	2006	12	9	10	17	Points
7	67	2006	12	9	3	3	Points
5	67	2006	12	9	3	20	Points
20	67	2006	12	9	6	14	Points
12	67	2006	12	9	8	31	Points
8	67	2006	12	9	6	22	Points
16	66	2006	12	9	4	23	Points
10	66	2006	12	9	8	13	Outside_Points
19	66	2006	12	9	4	25	Outside_Points
11	59	2006	12	9	2	16	DNF
17	38	2006	12	9	7	10	DNF
13	30	2006	12	9	1	34	DNF
6	18	2006	12	9	10	21	DNF
15	9	2006	12	9	1	1	DNF
9	2	2006	12	9	0	36	DNF
22	1	2006	12	9	7	28	DNF
14	0	2006	12	9	2	2	DNF
21	66	2006	12	9	12	26	DNF
18	66	2006	12	9	12	32	DNF
14	70	2006	13	10	10	17	Podium
4	70	2006	13	10	0	36	Podium
10	70	2006	13	10	1	1	Podium
3	70	2006	13	10	10	21	Points
12	69	2006	13	10	8	13	Points
6	69	2006	13	10	6	22	Points
2	69	2006	13	10	5	12	Points
11	67	2006	13	10	5	29	DNF
16	67	2006	13	10	12	32	Points
22	67	2006	13	10	12	26	Points
20	66	2006	13	10	4	25	Outside_Points
8	65	2006	13	10	6	14	DNF
19	65	2006	13	10	7	10	Outside_Points
15	51	2006	13	10	3	3	DNF
1	25	2006	13	10	0	7	DNF
17	25	2006	13	10	4	23	DNF
18	19	2006	13	10	2	2	DNF
7	18	2006	13	10	3	20	DNF
13	6	2006	13	10	8	31	DNF
5	1	2006	13	10	2	16	DNF
21	0	2006	13	10	7	28	DNF
9	69	2006	13	10	1	8	DNF
1	58	2006	14	4	5	12	Podium
3	58	2006	14	4	3	3	Podium
2	58	2006	14	4	5	29	Podium
6	58	2006	14	4	10	17	Points
11	58	2006	14	4	0	36	Points
4	58	2006	14	4	3	20	Points
15	58	2006	14	4	6	22	Points
13	58	2006	14	4	10	21	Points
12	57	2006	14	4	6	14	Points
9	57	2006	14	4	2	16	Points
10	57	2006	14	4	8	31	Outside_Points
8	57	2006	14	4	1	8	Outside_Points
17	57	2006	14	4	4	25	Outside_Points
5	56	2006	14	4	1	1	Outside_Points
16	55	2006	14	4	8	13	DNF
22	46	2006	14	4	12	26	DNF
21	41	2006	14	4	7	10	Outside_Points
14	25	2006	14	4	2	2	DNF
20	23	2006	14	4	7	28	DNF
18	12	2006	14	4	4	23	DNF
7	1	2006	14	4	0	7	DNF
19	0	2006	14	4	12	32	DNF
2	53	2006	15	13	5	29	Podium
1	53	2006	15	13	0	7	Podium
6	53	2006	15	13	1	8	Podium
9	53	2006	15	13	3	20	Points
5	53	2006	15	13	10	17	Points
8	53	2006	15	13	10	21	Points
11	53	2006	15	13	6	14	Points
3	53	2006	15	13	1	1	Points
4	53	2006	15	13	5	12	Points
19	53	2006	15	13	2	16	Points
16	52	2006	15	13	8	31	Outside_Points
14	52	2006	15	13	8	13	Outside_Points
15	52	2006	15	13	4	25	Outside_Points
17	52	2006	15	13	4	23	Outside_Points
13	52	2006	15	13	6	22	Outside_Points
21	51	2006	15	13	7	10	Outside_Points
18	51	2006	15	13	13	26	Outside_Points
20	44	2006	15	13	13	32	DNF
10	43	2006	15	13	3	3	DNF
7	20	2006	15	13	0	36	DNF
22	18	2006	15	13	7	28	DNF
12	9	2006	15	13	2	2	DNF
6	56	2006	16	16	5	29	Podium
1	56	2006	16	16	3	3	Podium
2	56	2006	16	16	3	20	Podium
4	56	2006	16	16	10	17	Points
7	56	2006	16	16	0	36	Points
3	56	2006	16	16	10	21	Points
8	56	2006	16	16	1	1	Points
14	56	2006	16	16	2	16	Points
12	56	2006	16	16	8	13	Points
13	55	2006	16	16	4	23	Points
15	55	2006	16	16	2	2	Outside_Points
10	55	2006	16	16	8	37	Outside_Points
9	55	2006	16	16	1	8	Outside_Points
11	55	2006	16	16	4	25	Outside_Points
22	53	2006	16	16	13	26	Outside_Points
19	52	2006	16	16	7	28	Outside_Points
16	49	2006	16	16	6	22	DNF
20	44	2006	16	16	5	12	DNF
17	38	2006	16	16	6	14	DNF
18	37	2006	16	16	13	32	DNF
5	18	2006	16	16	0	7	DNF
21	55	2006	16	16	7	10	DNF
5	53	2006	17	21	3	3	Podium
1	53	2006	17	21	5	12	Podium
6	53	2006	17	21	3	20	Podium
7	53	2006	17	21	10	17	Points
11	53	2006	17	21	0	7	Points
4	53	2006	17	21	6	14	Points
3	53	2006	17	21	6	22	Points
9	53	2006	17	21	1	1	Points
12	53	2006	17	21	1	8	Points
10	52	2006	17	21	2	2	Points
13	52	2006	17	21	0	36	Outside_Points
8	52	2006	17	21	10	21	Outside_Points
18	52	2006	17	21	8	37	Outside_Points
15	52	2006	17	21	4	23	Outside_Points
20	52	2006	17	21	7	10	Outside_Points
21	51	2006	17	21	13	32	Outside_Points
22	50	2006	17	21	7	28	Outside_Points
19	48	2006	17	21	4	25	DNF
14	39	2006	17	21	2	16	DNF
2	36	2006	17	21	5	29	DNF
17	35	2006	17	21	8	13	DNF
16	20	2006	17	21	13	26	DNF
1	71	2006	18	17	5	12	Podium
4	71	2006	18	17	3	3	Podium
14	71	2006	18	17	10	17	Podium
10	71	2006	18	17	5	29	Points
2	71	2006	18	17	0	7	Points
6	71	2006	18	17	3	20	Points
5	71	2006	18	17	10	21	Points
12	71	2006	18	17	0	36	Points
9	71	2006	18	17	1	8	Points
19	70	2006	18	17	7	10	Points
16	70	2006	18	17	4	25	Outside_Points
22	70	2006	18	17	8	37	Outside_Points
15	70	2006	18	17	4	23	Outside_Points
17	70	2006	18	17	13	26	Outside_Points
21	69	2006	18	17	13	32	Outside_Points
20	69	2006	18	17	7	28	Outside_Points
8	63	2006	18	17	1	1	DNF
18	14	2006	18	17	8	13	DNF
3	10	2006	18	17	6	14	DNF
7	9	2006	18	17	6	22	DNF
11	1	2006	18	17	2	16	DNF
13	0	2006	18	17	2	2	DNF
1	57	2005	1	0	3	20	Podium
11	57	2005	1	0	5	21	Podium
13	57	2005	1	0	3	3	Podium
5	57	2005	1	0	8	13	Points
3	57	2005	1	0	2	16	Points
9	57	2005	1	0	0	30	Points
6	57	2005	1	0	8	31	Points
10	57	2005	1	0	0	7	Points
2	57	2005	1	0	6	14	Points
18	57	2005	1	0	14	12	Points
8	56	2005	1	0	15	17	Outside_Points
15	56	2005	1	0	6	22	Outside_Points
4	56	2005	1	0	14	34	Outside_Points
20	55	2005	1	0	15	10	Outside_Points
12	55	2005	1	0	16	38	Outside_Points
14	55	2005	1	0	16	32	Outside_Points
16	55	2005	1	0	17	39	Outside_Points
19	42	2005	1	0	5	29	DNF
7	42	2005	1	0	2	1	DNF
17	16	2005	1	0	17	26	DNF
1	56	2005	2	1	3	3	Podium
2	56	2005	2	1	6	14	Podium
10	56	2005	2	1	2	1	Podium
11	56	2005	2	1	0	30	Points
5	56	2005	2	1	6	22	Points
8	56	2005	2	1	8	13	Points
13	56	2005	2	1	5	29	Points
7	56	2005	2	1	8	31	Points
6	56	2005	2	1	0	7	Points
14	55	2005	2	1	14	12	Points
17	54	2005	2	1	16	38	Outside_Points
18	53	2005	2	1	16	32	Outside_Points
19	52	2005	2	1	17	26	Outside_Points
12	49	2005	2	1	5	21	DNF
3	36	2005	2	1	3	20	DNF
4	36	2005	2	1	2	16	DNF
16	26	2005	2	1	14	34	DNF
9	2	2005	2	1	15	17	DNF
15	2	2005	2	1	15	18	DNF
20	2	2005	2	1	17	39	DNF
1	57	2005	3	2	3	3	Podium
3	57	2005	3	2	6	14	Podium
9	57	2005	3	2	0	7	Podium
6	57	2005	3	2	6	22	Points
8	57	2005	3	2	0	36	Points
5	57	2005	3	2	2	16	Points
12	56	2005	3	2	14	12	Points
14	56	2005	3	2	8	13	Points
20	56	2005	3	2	5	21	Points
16	55	2005	3	2	16	32	Points
15	54	2005	3	2	14	34	DNF
19	54	2005	3	2	17	39	Outside_Points
18	53	2005	3	2	17	26	Outside_Points
11	46	2005	3	2	15	17	DNF
13	27	2005	3	2	15	10	DNF
4	25	2005	3	2	2	1	DNF
2	12	2005	3	2	5	29	DNF
10	4	2005	3	2	3	20	DNF
17	2	2005	3	2	16	38	DNF
7	0	2005	3	2	8	31	DNF
2	62	2005	4	20	3	3	Podium
13	62	2005	4	20	5	29	Podium
7	62	2005	4	20	0	24	Podium
11	62	2005	4	20	14	34	Points
5	62	2005	4	20	6	14	Points
8	62	2005	4	20	2	1	Points
4	62	2005	4	20	2	16	Points
15	62	2005	4	20	8	23	Points
10	62	2005	4	20	6	22	Points
18	61	2005	4	20	14	12	Points
14	61	2005	4	20	8	13	Outside_Points
16	61	2005	4	20	16	38	Outside_Points
17	60	2005	4	20	16	32	Outside_Points
20	20	2005	4	20	17	26	DNF
9	18	2005	4	20	5	21	DNF
1	9	2005	4	20	0	7	DNF
19	8	2005	4	20	17	39	DNF
12	5	2005	4	20	3	20	DNF
3	62	2005	4	20	15	17	DNF
6	62	2005	4	20	15	10	DNF
1	66	2005	5	3	0	7	Podium
3	66	2005	5	3	3	3	Podium
5	66	2005	5	3	6	14	Podium
4	66	2005	5	3	6	22	Points
6	66	2005	5	3	3	20	Points
2	66	2005	5	3	2	16	Points
7	65	2005	5	3	0	30	Points
9	65	2005	5	3	8	13	Points
16	65	2005	5	3	5	21	Points
17	65	2005	5	3	2	1	Points
10	63	2005	5	3	14	12	DNF
18	63	2005	5	3	16	32	Outside_Points
13	63	2005	5	3	16	38	Outside_Points
12	51	2005	5	3	14	34	DNF
8	46	2005	5	3	5	29	DNF
14	19	2005	5	3	17	26	DNF
15	11	2005	5	3	17	39	DNF
11	9	2005	5	3	8	23	DNF
1	78	2005	6	5	0	7	Podium
6	78	2005	6	5	2	1	Podium
3	78	2005	6	5	2	16	Podium
2	78	2005	6	5	3	3	Points
16	78	2005	6	5	0	30	Points
18	78	2005	6	5	6	22	Points
8	78	2005	6	5	5	29	Points
10	78	2005	6	5	5	21	Points
11	77	2005	6	5	14	12	Points
5	77	2005	6	5	6	14	Points
9	77	2005	6	5	14	34	Outside_Points
4	77	2005	6	5	3	20	Outside_Points
15	75	2005	6	5	16	32	Outside_Points
14	73	2005	6	5	17	26	Outside_Points
12	59	2005	6	5	8	23	DNF
13	29	2005	6	5	17	39	DNF
7	23	2005	6	5	8	13	DNF
17	18	2005	6	5	16	38	DNF
6	59	2005	7	19	3	3	Podium
1	59	2005	7	19	2	1	Podium
7	59	2005	7	19	5	21	Podium
12	59	2005	7	19	8	13	Points
10	59	2005	7	19	5	29	Points
9	59	2005	7	19	3	20	Points
5	59	2005	7	19	0	30	Points
4	59	2005	7	19	6	14	Points
14	59	2005	7	19	8	23	Points
13	59	2005	7	19	15	17	Points
2	58	2005	7	19	0	7	DNF
16	58	2005	7	19	15	10	Outside_Points
15	58	2005	7	19	14	34	Outside_Points
11	58	2005	7	19	14	12	Outside_Points
17	58	2005	7	19	16	32	Outside_Points
19	58	2005	7	19	16	38	Outside_Points
20	57	2005	7	19	17	26	Outside_Points
18	56	2005	7	19	17	39	Outside_Points
8	33	2005	7	19	6	22	DNF
3	0	2005	7	19	2	16	DNF
7	70	2005	8	6	0	7	Podium
2	70	2005	8	6	5	29	Podium
20	70	2005	8	6	5	21	Podium
11	70	2005	8	6	14	12	Points
14	70	2005	8	6	2	16	Points
10	69	2005	8	6	6	22	Points
12	69	2005	8	6	8	13	Points
16	69	2005	8	6	8	31	Points
8	69	2005	8	6	14	34	Points
18	67	2005	8	6	16	32	Points
15	67	2005	8	6	17	26	Outside_Points
9	62	2005	8	6	6	14	DNF
1	46	2005	8	6	15	17	DNF
13	43	2005	8	6	2	1	DNF
6	40	2005	8	6	15	10	DNF
19	39	2005	8	6	17	39	DNF
3	38	2005	8	6	3	3	DNF
4	32	2005	8	6	3	20	DNF
17	24	2005	8	6	16	38	DNF
5	52	2005	8	6	0	30	DNF
5	73	2005	9	18	5	29	Podium
7	73	2005	9	18	5	21	Podium
17	72	2005	9	18	16	32	Podium
19	72	2005	9	18	16	38	Points
18	71	2005	9	18	17	26	Points
20	71	2005	9	18	17	39	Points
1	0	2005	9	18	6	14	DNF
2	0	2005	9	18	0	7	DNF
3	0	2005	9	18	15	17	DNF
4	0	2005	9	18	3	20	DNF
6	0	2005	9	18	3	3	DNF
8	0	2005	9	18	15	10	DNF
9	0	2005	9	18	2	16	DNF
10	0	2005	9	18	14	12	DNF
11	0	2005	9	18	0	30	DNF
12	0	2005	9	18	14	34	DNF
13	0	2005	9	18	6	40	DNF
14	0	2005	9	18	8	31	DNF
15	0	2005	9	18	2	1	DNF
16	0	2005	9	18	8	13	DNF
1	70	2005	10	7	3	3	Podium
13	70	2005	10	7	0	7	Podium
3	70	2005	10	7	5	29	Podium
7	69	2005	10	7	15	17	Points
2	69	2005	10	7	6	14	Points
6	69	2005	10	7	3	20	Points
11	69	2005	10	7	6	22	Points
10	69	2005	10	7	14	34	Points
5	69	2005	10	7	5	21	Points
15	69	2005	10	7	8	13	Points
4	69	2005	10	7	15	10	Outside_Points
12	68	2005	10	7	2	16	Outside_Points
19	67	2005	10	7	16	32	Outside_Points
14	66	2005	10	7	2	1	Outside_Points
17	66	2005	10	7	16	38	Outside_Points
8	46	2005	10	7	0	30	DNF
20	37	2005	10	7	17	26	DNF
18	33	2005	10	7	17	39	DNF
9	30	2005	10	7	14	12	DNF
16	1	2005	10	7	8	31	DNF
3	60	2005	11	8	0	30	Podium
1	60	2005	11	8	3	3	Podium
12	60	2005	11	8	0	7	Podium
6	60	2005	11	8	3	20	Points
2	60	2005	11	8	15	17	Points
9	60	2005	11	8	5	29	Points
5	60	2005	11	8	5	21	Points
8	60	2005	11	8	6	22	Points
4	60	2005	11	8	6	14	Points
16	59	2005	11	8	14	12	Points
11	59	2005	11	8	2	16	Outside_Points
14	59	2005	11	8	2	1	Outside_Points
13	59	2005	11	8	8	13	Outside_Points
10	59	2005	11	8	14	34	Outside_Points
15	59	2005	11	8	8	31	Outside_Points
7	58	2005	11	8	15	10	Outside_Points
20	58	2005	11	8	16	32	Outside_Points
18	57	2005	11	8	17	26	Outside_Points
19	56	2005	11	8	17	39	Outside_Points
17	10	2005	11	8	16	38	DNF
3	67	2005	12	9	3	3	Podium
20	67	2005	12	9	0	30	Podium
2	67	2005	12	9	15	17	Podium
4	67	2005	12	9	3	20	Points
5	67	2005	12	9	5	29	Points
12	67	2005	12	9	6	22	Points
11	67	2005	12	9	8	13	Points
13	67	2005	12	9	14	12	Points
10	67	2005	12	9	8	31	Points
15	66	2005	12	9	5	21	Points
7	66	2005	12	9	2	1	Outside_Points
8	66	2005	12	9	15	10	Outside_Points
16	65	2005	12	9	17	26	Outside_Points
9	64	2005	12	9	6	14	Outside_Points
14	64	2005	12	9	14	34	Outside_Points
19	64	2005	12	9	16	38	Outside_Points
18	64	2005	12	9	16	32	Outside_Points
17	63	2005	12	9	17	37	Outside_Points
6	55	2005	12	9	2	16	Outside_Points
1	32	2005	12	9	0	7	DNF
4	70	2005	13	10	0	7	Podium
1	70	2005	13	10	5	29	Podium
5	70	2005	13	10	6	22	Podium
3	70	2005	13	10	6	14	Points
8	70	2005	13	10	15	17	Points
12	70	2005	13	10	2	1	Points
16	69	2005	13	10	2	16	Points
10	69	2005	13	10	15	10	Points
9	69	2005	13	10	3	20	Points
7	69	2005	13	10	5	21	Points
6	69	2005	13	10	3	3	Outside_Points
18	67	2005	13	10	16	38	Outside_Points
20	66	2005	13	10	16	32	Outside_Points
14	63	2005	13	10	14	12	Outside_Points
17	59	2005	13	10	17	26	Outside_Points
15	56	2005	13	10	14	34	DNF
2	41	2005	13	10	0	30	DNF
19	26	2005	13	10	17	37	DNF
13	0	2005	13	10	8	13	DNF
11	0	2005	13	10	8	31	DNF
1	58	2005	14	4	0	7	Podium
3	58	2005	14	4	3	3	Podium
4	58	2005	14	4	0	30	Podium
2	58	2005	14	4	3	20	Points
13	58	2005	14	4	15	17	Points
5	58	2005	14	4	6	14	Points
12	58	2005	14	4	8	13	Points
10	58	2005	14	4	8	31	Points
20	58	2005	14	4	15	10	Points
11	57	2005	14	4	5	21	Points
16	57	2005	14	4	14	34	Outside_Points
9	57	2005	14	4	6	22	Outside_Points
17	55	2005	14	4	17	37	Outside_Points
18	55	2005	14	4	16	38	Outside_Points
14	55	2005	14	4	16	32	Outside_Points
15	48	2005	14	4	17	26	DNF
19	32	2005	14	4	5	29	DNF
6	29	2005	14	4	2	1	DNF
8	28	2005	14	4	14	12	DNF
7	20	2005	14	4	2	16	DNF
1	53	2005	15	13	0	30	Podium
2	53	2005	15	13	3	3	Podium
8	53	2005	15	13	3	20	Podium
11	53	2005	15	13	0	7	Points
5	53	2005	15	13	6	14	Points
9	53	2005	15	13	6	22	Points
16	53	2005	15	13	2	41	Points
3	53	2005	15	13	15	17	Points
15	53	2005	15	13	14	12	Points
6	53	2005	15	13	5	29	Points
12	52	2005	15	13	14	34	Outside_Points
7	52	2005	15	13	5	21	Outside_Points
13	52	2005	15	13	8	31	Outside_Points
14	52	2005	15	13	2	16	Outside_Points
10	52	2005	15	13	8	13	Outside_Points
4	52	2005	15	13	15	10	Outside_Points
17	51	2005	15	13	16	32	Outside_Points
18	51	2005	15	13	17	37	Outside_Points
